Text	Label
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
You NEVER listen, ugh!	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
I hate you!	Negative
i hate you	Negative
FUCK YOU!	Negative
I HOPE YOU DIE	Negative
JUMP OFF A BRIDGE	Negative